Date,Amount,Change Amount,Description,Category
09-20-2020,3119.00,202.00,work for 3-16-16,received
09-20-2020,3558.00,439.00,gift for 10-18-16,received
09-20-2020,3997.00,439.00,gift for 5-26-16,received
09-20-2020,4280.00,283.00,refund for 7-8-16,received
09-20-2020,4496.00,216.00,gift for 1-11-16,received
09-20-2020,4964.00,468.00,work for 9-18-16,received
09-20-2020,5417.00,453.00,work for 7-1-16,received
09-20-2020,5693.00,276.00,work for 8-15-16,received
09-20-2020,6153.00,460.00,gift for 8-22-16,received
09-20-2020,6277.00,124.00,work for 10-22-16,received
09-20-2020,6524.00,247.00,work for 4-27-16,received
09-20-2020,6693.00,169.00,work for 2-14-16,received
09-20-2020,7107.00,414.00,work for 2-3-16,received
09-20-2020,6107.00,-1000.00,rent for 1-1-17,spent
09-20-2020,8679.00,2572.00,work for 1-11-17,received
09-20-2020,7679.00,-1000.00,rent for 2-1-17,spent
09-20-2020,9347.00,1668.00,work for 2-11-17,received
09-20-2020,8347.00,-1000.00,rent for 3-1-17,spent
09-20-2020,10506.00,2159.00,work for 3-11-17,received
09-20-2020,9506.00,-1000.00,rent for 4-1-17,spent
09-20-2020,11153.00,1647.00,work for 4-11-17,received
09-20-2020,10153.00,-1000.00,rent for 5-1-17,spent
09-20-2020,11755.00,1602.00,work for 5-11-17,received
09-20-2020,10755.00,-1000.00,rent for 6-1-17,spent
09-20-2020,13538.00,2783.00,work for 6-11-17,received
09-20-2020,12538.00,-1000.00,rent for 7-1-17,spent
09-20-2020,14917.00,2379.00,work for 7-11-17,received
09-20-2020,13917.00,-1000.00,rent for 8-1-17,spent
09-20-2020,15631.00,1714.00,work for 8-11-17,received
09-20-2020,14631.00,-1000.00,rent for 9-1-17,spent
09-20-2020,17165.00,2534.00,work for 9-11-17,received
09-20-2020,16165.00,-1000.00,rent for 10-1-17,spent
09-20-2020,18373.00,2208.00,work for 10-11-17,received
09-20-2020,17373.00,-1000.00,rent for 11-1-17,spent
09-20-2020,19991.00,2618.00,work for 11-11-17,received
09-20-2020,18991.00,-1000.00,rent for 12-1-17,spent
09-20-2020,20758.00,1767.00,work for 12-11-17,received
09-20-2020,20644.00,-114.00,groceries for 6-18-17,spent
09-20-2020,20506.00,-138.00,groceries for 10-8-17,spent
09-20-2020,20353.00,-153.00,bills for 3-7-17,spent
09-20-2020,20310.00,-43.00,book for 5-28-17,spent
09-20-2020,20080.00,-230.00,blanket for 6-23-17,spent
09-20-2020,19907.00,-173.00,confetti for 7-3-17,spent
09-20-2020,19681.00,-226.00,bills for 11-26-17,spent
09-20-2020,19414.00,-267.00,groceries for 12-24-17,spent
09-20-2020,19135.00,-279.00,book for 6-10-17,spent
09-20-2020,19106.00,-29.00,antifreeze for 10-28-17,spent
09-20-2020,18815.00,-291.00,gas for 2-9-17,spent
09-20-2020,18705.00,-110.00,gas for 4-6-17,spent
09-20-2020,18590.00,-115.00,blanket for 6-28-17,spent
09-20-2020,18530.00,-60.00,confetti for 9-11-17,spent
09-20-2020,18287.00,-243.00,gas for 10-24-17,spent
09-20-2020,18111.00,-176.00,blanket for 5-26-17,spent
09-20-2020,18090.00,-21.00,book for 8-13-17,spent
09-20-2020,17958.00,-132.00,groceries for 12-7-17,spent
09-20-2020,17935.00,-23.00,car for 10-6-17,spent
09-20-2020,17914.00,-21.00,car for 3-5-17,spent
09-20-2020,17797.00,-117.00,hat for 5-17-17,spent
09-20-2020,17706.00,-91.00,blanket for 10-1-17,spent
09-20-2020,17503.00,-203.00,hat for 5-12-17,spent
09-20-2020,17314.00,-189.00,bills for 6-19-17,spent
09-20-2020,17172.00,-142.00,gas for 10-23-17,spent
09-20-2020,16969.00,-203.00,antifreeze for 8-4-17,spent
09-20-2020,16731.00,-238.00,hat for 6-15-17,spent
09-20-2020,16486.00,-245.00,antifreeze for 9-5-17,spent
09-20-2020,16393.00,-93.00,antifreeze for 11-10-17,spent
09-20-2020,16140.00,-253.00,groceries for 8-11-17,spent
09-20-2020,15914.00,-226.00,car for 11-19-17,spent
09-20-2020,15621.00,-293.00,groceries for 9-28-17,spent
09-20-2020,15458.00,-163.00,gas for 4-11-17,spent
09-20-2020,15399.00,-59.00,car for 7-22-17,spent
09-20-2020,15224.00,-175.00,hat for 8-24-17,spent
09-20-2020,15189.00,-35.00,blanket for 11-17-17,spent
09-20-2020,15077.00,-112.00,car for 10-25-17,spent
09-20-2020,14920.00,-157.00,gas for 2-10-17,spent
09-20-2020,14708.00,-212.00,book for 6-12-17,spent
09-20-2020,14436.00,-272.00,car for 7-13-17,spent
09-20-2020,14347.00,-89.00,bills for 12-9-17,spent
09-20-2020,14165.00,-182.00,bills for 5-14-17,spent
09-20-2020,13937.00,-228.00,bills for 11-19-17,spent
09-20-2020,13782.00,-155.00,gas for 5-9-17,spent
09-20-2020,13677.00,-105.00,confetti for 1-21-17,spent
09-20-2020,13627.00,-50.00,antifreeze for 5-20-17,spent
09-20-2020,13544.00,-83.00,gas for 12-1-17,spent
09-20-2020,13347.00,-197.00,gas for 5-7-17,spent
09-20-2020,13069.00,-278.00,confetti for 1-18-17,spent
09-20-2020,12816.00,-253.00,car for 6-13-17,spent
09-20-2020,12555.00,-261.00,blanket for 12-4-17,spent
09-20-2020,12290.00,-265.00,groceries for 6-21-17,spent
09-20-2020,12283.00,-7.00,blanket for 1-25-17,spent
09-20-2020,12277.00,-6.00,gas for 1-16-17,spent
09-20-2020,12157.00,-120.00,antifreeze for 5-25-17,spent
09-20-2020,11983.00,-174.00,car for 1-19-17,spent
09-20-2020,11881.00,-102.00,car for 1-5-17,spent
09-20-2020,11632.00,-249.00,book for 2-22-17,spent
09-20-2020,11541.00,-91.00,gas for 1-27-17,spent
09-20-2020,11251.00,-290.00,confetti for 11-18-17,spent
09-20-2020,11084.00,-167.00,gas for 2-19-17,spent
09-20-2020,11061.00,-23.00,bills for 11-17-17,spent
09-20-2020,10982.00,-79.00,hat for 10-12-17,spent
09-20-2020,10743.00,-239.00,antifreeze for 3-6-17,spent
09-20-2020,10626.00,-117.00,antifreeze for 5-12-17,spent
09-20-2020,10381.00,-245.00,car for 10-23-17,spent
09-20-2020,10323.00,-58.00,confetti for 5-14-17,spent
09-20-2020,10096.00,-227.00,hat for 1-2-17,spent
09-20-2020,10027.00,-69.00,blanket for 12-26-17,spent
09-20-2020,9926.00,-101.00,hat for 3-7-17,spent
09-20-2020,9764.00,-162.00,bills for 8-16-17,spent
09-20-2020,9553.00,-211.00,blanket for 4-26-17,spent
09-20-2020,9396.00,-157.00,book for 9-10-17,spent
09-20-2020,9273.00,-123.00,blanket for 2-3-17,spent
09-20-2020,9063.00,-210.00,gas for 8-26-17,spent
09-20-2020,9043.00,-20.00,blanket for 7-25-17,spent
09-20-2020,8746.00,-297.00,hat for 11-4-17,spent
09-20-2020,8569.00,-177.00,car for 12-28-17,spent
09-20-2020,8506.00,-63.00,hat for 8-8-17,spent
09-20-2020,8305.00,-201.00,gas for 8-24-17,spent
09-20-2020,8122.00,-183.00,bills for 3-13-17,spent
09-20-2020,8013.00,-109.00,confetti for 8-27-17,spent
09-20-2020,7913.00,-100.00,car for 6-1-17,spent
09-20-2020,7773.00,-140.00,confetti for 11-5-17,spent
09-20-2020,7552.00,-221.00,hat for 10-26-17,spent
09-20-2020,7264.00,-288.00,car for 7-23-17,spent
09-20-2020,7069.00,-195.00,book for 5-4-17,spent
09-20-2020,6785.00,-284.00,book for 6-10-17,spent
09-20-2020,6555.00,-230.00,hat for 10-15-17,spent
09-20-2020,6477.00,-78.00,hat for 4-4-17,spent
09-20-2020,6707.00,230.00,refund for 10-25-17,received
09-20-2020,7023.00,316.00,gift for 9-7-17,received
09-20-2020,7364.00,341.00,work for 6-20-17,received
09-20-2020,7741.00,377.00,refund for 5-1-17,received
09-20-2020,8209.00,468.00,gift for 3-24-17,received
09-20-2020,8689.00,480.00,gift for 1-21-17,received
09-20-2020,9088.00,399.00,refund for 8-24-17,received
09-20-2020,9522.00,434.00,gift for 6-25-17,received
09-20-2020,9968.00,446.00,work for 6-1-17,received
09-20-2020,10385.00,417.00,gift for 10-28-17,received
09-20-2020,10827.00,442.00,work for 6-3-17,received
09-20-2020,11066.00,239.00,gift for 5-6-17,received
09-20-2020,11163.00,97.00,work for 5-9-17,received
09-20-2020,11312.00,149.00,work for 7-5-17,received
09-20-2020,11766.00,454.00,refund for 6-10-17,received
09-20-2020,12146.00,380.00,gift for 10-5-17,received
09-20-2020,12570.00,424.00,gift for 9-25-17,received
09-20-2020,12744.00,174.00,gift for 6-20-17,received
09-20-2020,12880.00,136.00,gift for 6-12-17,received
09-20-2020,13185.00,305.00,refund for 7-25-17,received
09-20-2020,12185.00,-1000.00,rent for 1-1-18,spent
09-20-2020,14267.00,2082.00,work for 1-11-18,received
09-20-2020,13267.00,-1000.00,rent for 2-1-18,spent
09-20-2020,16113.00,2846.00,work for 2-11-18,received
09-20-2020,15113.00,-1000.00,rent for 3-1-18,spent
09-20-2020,16700.00,1587.00,work for 3-11-18,received
09-20-2020,15700.00,-1000.00,rent for 4-1-18,spent
09-20-2020,18385.00,2685.00,work for 4-11-18,received
09-20-2020,17385.00,-1000.00,rent for 5-1-18,spent
09-20-2020,19602.00,2217.00,work for 5-11-18,received
09-20-2020,18602.00,-1000.00,rent for 6-1-18,spent
09-20-2020,20519.00,1917.00,work for 6-11-18,received
09-20-2020,19519.00,-1000.00,rent for 7-1-18,spent
09-20-2020,21529.00,2010.00,work for 7-11-18,received
09-20-2020,20529.00,-1000.00,rent for 8-1-18,spent
09-20-2020,23376.00,2847.00,work for 8-11-18,received
09-20-2020,22376.00,-1000.00,rent for 9-1-18,spent
09-20-2020,25016.00,2640.00,work for 9-11-18,received
09-20-2020,24016.00,-1000.00,rent for 10-1-18,spent
09-20-2020,26222.00,2206.00,work for 10-11-18,received
09-20-2020,25222.00,-1000.00,rent for 11-1-18,spent
09-20-2020,27612.00,2390.00,work for 11-11-18,received
09-20-2020,26612.00,-1000.00,rent for 12-1-18,spent
09-20-2020,28970.00,2358.00,work for 12-11-18,received
09-20-2020,28900.00,-70.00,antifreeze for 7-24-18,spent
09-20-2020,28755.00,-145.00,confetti for 9-18-18,spent
09-20-2020,28733.00,-22.00,book for 1-10-18,spent
09-20-2020,28604.00,-129.00,blanket for 2-13-18,spent
09-20-2020,28558.00,-46.00,antifreeze for 7-28-18,spent
09-20-2020,28266.00,-292.00,book for 2-1-18,spent
09-20-2020,28121.00,-145.00,bills for 11-18-18,spent
09-20-2020,27946.00,-175.00,gas for 12-5-18,spent
09-20-2020,27800.00,-146.00,book for 6-5-18,spent
09-20-2020,27715.00,-85.00,book for 12-12-18,spent
09-20-2020,27644.00,-71.00,confetti for 5-3-18,spent
09-20-2020,27447.00,-197.00,bills for 2-23-18,spent
09-20-2020,27412.00,-35.00,groceries for 7-4-18,spent
09-20-2020,27334.00,-78.00,confetti for 3-9-18,spent
09-20-2020,27034.00,-300.00,car for 1-4-18,spent
09-20-2020,26880.00,-154.00,hat for 11-27-18,spent
09-20-2020,26648.00,-232.00,groceries for 4-4-18,spent
09-20-2020,26358.00,-290.00,book for 12-6-18,spent
09-20-2020,26175.00,-183.00,blanket for 12-17-18,spent
09-20-2020,26028.00,-147.00,bills for 12-10-18,spent
09-20-2020,25862.00,-166.00,groceries for 6-17-18,spent
09-20-2020,25628.00,-234.00,groceries for 10-14-18,spent
09-20-2020,25539.00,-89.00,antifreeze for 5-21-18,spent
09-20-2020,25341.00,-198.00,hat for 4-27-18,spent
09-20-2020,25052.00,-289.00,blanket for 8-7-18,spent
09-20-2020,24934.00,-118.00,gas for 8-8-18,spent
09-20-2020,24845.00,-89.00,blanket for 10-5-18,spent
09-20-2020,24550.00,-295.00,antifreeze for 7-14-18,spent
09-20-2020,24275.00,-275.00,car for 1-16-18,spent
09-20-2020,24017.00,-258.00,blanket for 11-10-18,spent
09-20-2020,23966.00,-51.00,antifreeze for 2-7-18,spent
09-20-2020,23883.00,-83.00,antifreeze for 7-26-18,spent
09-20-2020,23833.00,-50.00,book for 4-20-18,spent
09-20-2020,23716.00,-117.00,antifreeze for 2-26-18,spent
09-20-2020,23626.00,-90.00,hat for 11-3-18,spent
09-20-2020,23558.00,-68.00,confetti for 1-22-18,spent
09-20-2020,23400.00,-158.00,blanket for 1-24-18,spent
09-20-2020,23248.00,-152.00,bills for 1-1-18,spent
09-20-2020,23209.00,-39.00,hat for 10-18-18,spent
09-20-2020,23089.00,-120.00,bills for 7-14-18,spent
09-20-2020,23057.00,-32.00,gas for 7-13-18,spent
09-20-2020,22794.00,-263.00,hat for 6-23-18,spent
09-20-2020,22677.00,-117.00,blanket for 5-25-18,spent
09-20-2020,22393.00,-284.00,hat for 12-23-18,spent
09-20-2020,22276.00,-117.00,bills for 9-9-18,spent
09-20-2020,22107.00,-169.00,gas for 8-7-18,spent
09-20-2020,22033.00,-74.00,hat for 8-27-18,spent
09-20-2020,22004.00,-29.00,hat for 3-5-18,spent
09-20-2020,21968.00,-36.00,bills for 2-17-18,spent
09-20-2020,21704.00,-264.00,blanket for 8-23-18,spent
09-20-2020,21518.00,-186.00,book for 3-17-18,spent
09-20-2020,21460.00,-58.00,confetti for 2-21-18,spent
09-20-2020,21160.00,-300.00,book for 8-22-18,spent
09-20-2020,21021.00,-139.00,bills for 10-24-18,spent
09-20-2020,20782.00,-239.00,bills for 9-4-18,spent
09-20-2020,20542.00,-240.00,antifreeze for 3-28-18,spent
09-20-2020,20360.00,-182.00,gas for 8-19-18,spent
09-20-2020,20190.00,-170.00,gas for 8-13-18,spent
09-20-2020,20150.00,-40.00,car for 10-13-18,spent
09-20-2020,19995.00,-155.00,antifreeze for 6-13-18,spent
09-20-2020,19761.00,-234.00,groceries for 12-11-18,spent
09-20-2020,19722.00,-39.00,confetti for 1-7-18,spent
09-20-2020,19470.00,-252.00,gas for 4-11-18,spent
09-20-2020,19237.00,-233.00,groceries for 5-21-18,spent
09-20-2020,19228.00,-9.00,blanket for 8-11-18,spent
09-20-2020,19066.00,-162.00,gas for 2-1-18,spent
09-20-2020,19003.00,-63.00,hat for 4-15-18,spent
09-20-2020,18996.00,-7.00,confetti for 2-9-18,spent
09-20-2020,18979.00,-17.00,gas for 12-28-18,spent
09-20-2020,18707.00,-272.00,confetti for 11-14-18,spent
09-20-2020,18524.00,-183.00,book for 4-18-18,spent
09-20-2020,18230.00,-294.00,car for 6-14-18,spent
09-20-2020,18180.00,-50.00,gas for 11-18-18,spent
09-20-2020,18096.00,-84.00,gas for 12-19-18,spent
09-20-2020,18055.00,-41.00,car for 4-16-18,spent
09-20-2020,17992.00,-63.00,car for 6-22-18,spent
09-20-2020,17836.00,-156.00,book for 12-4-18,spent
09-20-2020,17666.00,-170.00,groceries for 9-14-18,spent
09-20-2020,17496.00,-170.00,gas for 10-13-18,spent
09-20-2020,17200.00,-296.00,blanket for 11-20-18,spent
09-20-2020,17088.00,-112.00,groceries for 9-3-18,spent
09-20-2020,16926.00,-162.00,hat for 3-19-18,spent
09-20-2020,16870.00,-56.00,hat for 8-8-18,spent
09-20-2020,16600.00,-270.00,confetti for 7-26-18,spent
09-20-2020,16470.00,-130.00,confetti for 12-4-18,spent
09-20-2020,16364.00,-106.00,bills for 6-10-18,spent
09-20-2020,16332.00,-32.00,bills for 8-15-18,spent
09-20-2020,16181.00,-151.00,car for 11-7-18,spent
09-20-2020,15986.00,-195.00,car for 3-4-18,spent
09-20-2020,15704.00,-282.00,antifreeze for 11-1-18,spent
09-20-2020,16001.00,297.00,gift for 2-7-18,received
09-20-2020,16436.00,435.00,work for 10-18-18,received
09-20-2020,16834.00,398.00,work for 8-28-18,received
09-20-2020,17328.00,494.00,gift for 3-23-18,received
09-20-2020,17745.00,417.00,refund for 1-1-18,received
09-20-2020,17868.00,123.00,work for 5-12-18,received
09-20-2020,18235.00,367.00,gift for 11-11-18,received
09-20-2020,18433.00,198.00,work for 11-18-18,received
09-20-2020,18794.00,361.00,work for 7-28-18,received
09-20-2020,19249.00,455.00,refund for 6-15-18,received
09-20-2020,19339.00,90.00,refund for 10-21-18,received
09-20-2020,19390.00,51.00,refund for 4-25-18,received
09-20-2020,19881.00,491.00,gift for 6-13-18,received
09-20-2020,20337.00,456.00,refund for 9-12-18,received
09-20-2020,20629.00,292.00,work for 2-21-18,received
09-20-2020,20721.00,92.00,work for 5-26-18,received
09-20-2020,21075.00,354.00,refund for 10-23-18,received
09-20-2020,21164.00,89.00,refund for 10-25-18,received
09-20-2020,21469.00,305.00,work for 9-3-18,received
09-20-2020,21859.00,390.00,gift for 5-13-18,received
09-20-2020,20859.00,-1000.00,rent for 1-1-19,spent
09-20-2020,22985.00,2126.00,work for 1-11-19,received
09-20-2020,21985.00,-1000.00,rent for 2-1-19,spent
09-20-2020,23838.00,1853.00,work for 2-11-19,received
09-20-2020,22838.00,-1000.00,rent for 3-1-19,spent
09-20-2020,25694.00,2856.00,work for 3-11-19,received
09-20-2020,24694.00,-1000.00,rent for 4-1-19,spent
09-20-2020,27560.00,2866.00,work for 4-11-19,received
09-20-2020,26560.00,-1000.00,rent for 5-1-19,spent
09-20-2020,28838.00,2278.00,work for 5-11-19,received
09-20-2020,27838.00,-1000.00,rent for 6-1-19,spent
09-20-2020,30071.00,2233.00,work for 6-11-19,received
09-20-2020,29071.00,-1000.00,rent for 7-1-19,spent
09-20-2020,31281.00,2210.00,work for 7-11-19,received
09-20-2020,30281.00,-1000.00,rent for 8-1-19,spent
09-20-2020,32735.00,2454.00,work for 8-11-19,received
09-20-2020,31735.00,-1000.00,rent for 9-1-19,spent
09-20-2020,33851.00,2116.00,work for 9-11-19,received
09-20-2020,32851.00,-1000.00,rent for 10-1-19,spent
09-20-2020,35489.00,2638.00,work for 10-11-19,received
09-20-2020,34489.00,-1000.00,rent for 11-1-19,spent
09-20-2020,36001.00,1512.00,work for 11-11-19,received
09-20-2020,35001.00,-1000.00,rent for 12-1-19,spent
09-20-2020,37137.00,2136.00,work for 12-11-19,received
09-20-2020,37078.00,-59.00,car for 12-24-19,spent
09-20-2020,36886.00,-192.00,confetti for 2-24-19,spent
09-20-2020,36655.00,-231.00,bills for 2-25-19,spent
09-20-2020,36487.00,-168.00,book for 4-15-19,spent
09-20-2020,36402.00,-85.00,car for 4-27-19,spent
09-20-2020,36275.00,-127.00,confetti for 6-11-19,spent
09-20-2020,36211.00,-64.00,car for 3-9-19,spent
09-20-2020,35967.00,-244.00,blanket for 7-19-19,spent
09-20-2020,35696.00,-271.00,book for 12-2-19,spent
09-20-2020,35421.00,-275.00,book for 1-19-19,spent
09-20-2020,35288.00,-133.00,hat for 10-15-19,spent
09-20-2020,35065.00,-223.00,groceries for 3-12-19,spent
09-20-2020,35037.00,-28.00,antifreeze for 7-23-19,spent
09-20-2020,34844.00,-193.00,blanket for 3-9-19,spent
09-20-2020,34818.00,-26.00,antifreeze for 4-22-19,spent
09-20-2020,34551.00,-267.00,groceries for 6-20-19,spent
09-20-2020,34307.00,-244.00,confetti for 8-3-19,spent
09-20-2020,34213.00,-94.00,gas for 2-10-19,spent
09-20-2020,33955.00,-258.00,book for 5-5-19,spent
09-20-2020,33694.00,-261.00,antifreeze for 7-9-19,spent
09-20-2020,33616.00,-78.00,hat for 5-2-19,spent
09-20-2020,33421.00,-195.00,antifreeze for 9-10-19,spent
09-20-2020,33283.00,-138.00,blanket for 10-10-19,spent
09-20-2020,33251.00,-32.00,hat for 4-15-19,spent
09-20-2020,32989.00,-262.00,antifreeze for 1-20-19,spent
09-20-2020,32979.00,-10.00,hat for 12-22-19,spent
09-20-2020,32917.00,-62.00,confetti for 12-4-19,spent
09-20-2020,32721.00,-196.00,car for 1-28-19,spent
09-20-2020,32524.00,-197.00,confetti for 11-10-19,spent
09-20-2020,32270.00,-254.00,car for 12-1-19,spent
09-20-2020,32106.00,-164.00,blanket for 6-14-19,spent
09-20-2020,32072.00,-34.00,gas for 4-12-19,spent
09-20-2020,31933.00,-139.00,bills for 7-14-19,spent
09-20-2020,31715.00,-218.00,bills for 8-15-19,spent
09-20-2020,31698.00,-17.00,gas for 6-1-19,spent
09-20-2020,31531.00,-167.00,gas for 3-18-19,spent
09-20-2020,31467.00,-64.00,bills for 3-20-19,spent
09-20-2020,31347.00,-120.00,hat for 1-22-19,spent
09-20-2020,31102.00,-245.00,blanket for 8-14-19,spent
09-20-2020,30906.00,-196.00,gas for 4-15-19,spent
