Date,Amount,Description,Category,Method of purchase
2-26-18,$117.00,antifreeze,misc,check
3-1-18,$1000.00,rent,rent,smiles
3-4-18,$195.00,car,gifts,cash
3-5-18,$29.00,hat,food,card
3-9-18,$78.00,confetti,gifts,check
3-17-18,$186.00,book,misc,smiles
3-19-18,$162.00,hat,gifts,cash
3-28-18,$240.00,antifreeze,misc,cash
4-1-18,$1000.00,rent,rent,check
4-4-18,$232.00,groceries,rent,cash
4-11-18,$252.00,gas,car,check
4-15-18,$63.00,hat,misc,smiles
4-16-18,$41.00,car,rent,cash
4-18-18,$183.00,book,gifts,cash
4-20-18,$50.00,book,gifts,smiles
4-27-18,$198.00,hat,car,card
5-1-18,$1000.00,rent,rent,smiles
5-3-18,$71.00,confetti,gifts,check
5-21-18,$89.00,antifreeze,misc,card
5-21-18,$233.00,groceries,misc,card
5-25-18,$117.00,blanket,rent,smiles
6-1-18,$1000.00,rent,rent,cash
6-5-18,$146.00,book,gifts,smiles
6-10-18,$106.00,bills,car,card
6-13-18,$155.00,antifreeze,gifts,card
6-14-18,$294.00,car,rent,check
6-17-18,$166.00,groceries,gifts,check
6-22-18,$63.00,car,car,check
6-23-18,$263.00,hat,rent,smiles
7-1-18,$1000.00,rent,rent,smiles
7-4-18,$35.00,groceries,gifts,cash
7-13-18,$32.00,gas,gifts,smiles
7-14-18,$295.00,antifreeze,rent,card
7-14-18,$120.00,bills,misc,cash
7-24-18,$70.00,antifreeze,misc,cash
7-26-18,$83.00,antifreeze,food,smiles
7-26-18,$270.00,confetti,gifts,cash
7-28-18,$46.00,antifreeze,gifts,cash
8-1-18,$1000.00,rent,rent,card
8-7-18,$289.00,blanket,rent,smiles
8-7-18,$169.00,gas,rent,check
8-8-18,$118.00,gas,rent,cash
8-8-18,$56.00,hat,car,card
8-11-18,$9.00,blanket,rent,check
8-13-18,$170.00,gas,rent,card
8-15-18,$32.00,bills,gifts,check
8-19-18,$182.00,gas,food,smiles
8-22-18,$300.00,book,food,smiles
8-23-18,$264.00,blanket,rent,card
8-27-18,$74.00,hat,food,smiles
9-1-18,$1000.00,rent,rent,card
9-3-18,$112.00,groceries,car,smiles
9-4-18,$239.00,bills,misc,card
9-9-18,$117.00,bills,car,smiles
9-14-18,$170.00,groceries,car,card
9-18-18,$145.00,confetti,rent,check
10-1-18,$1000.00,rent,rent,smiles
10-5-18,$89.00,blanket,gifts,check
10-13-18,$40.00,car,misc,card
10-13-18,$170.00,gas,car,check
10-14-18,$234.00,groceries,gifts,smiles
10-18-18,$39.00,hat,food,card
10-24-18,$139.00,bills,misc,card
11-1-18,$1000.00,rent,rent,smiles
11-1-18,$282.00,antifreeze,food,cash
11-3-18,$90.00,hat,car,cash
11-7-18,$151.00,car,food,card
11-10-18,$258.00,blanket,car,cash
11-14-18,$272.00,confetti,gifts,card
11-18-18,$145.00,bills,car,cash
11-18-18,$50.00,gas,car,smiles
11-20-18,$296.00,blanket,car,card
11-27-18,$154.00,hat,gifts,check
12-1-18,$1000.00,rent,rent,smiles
12-4-18,$156.00,book,misc,cash
12-4-18,$130.00,confetti,food,smiles
12-5-18,$175.00,gas,rent,check
12-6-18,$290.00,book,car,cash
12-10-18,$147.00,bills,car,card
12-11-18,$234.00,groceries,rent,card
12-12-18,$85.00,book,food,smiles
12-17-18,$183.00,blanket,rent,card
12-19-18,$84.00,gas,rent,check
12-23-18,$284.00,hat,rent,cash
12-28-18,$17.00,gas,rent,cash
1-1-19,$1000.00,rent,rent,cash
1-14-19,$154.00,antifreeze,misc,smiles
1-18-19,$287.00,hat,misc,smiles
1-19-19,$275.00,book,food,smiles
1-20-19,$262.00,antifreeze,gifts,check
1-22-19,$120.00,hat,rent,check
1-28-19,$196.00,car,food,card
1-28-19,$210.00,bills,rent,check
2-1-19,$1000.00,rent,rent,smiles
2-2-19,$145.00,gas,food,card
2-10-19,$94.00,gas,food,cash
2-15-19,$250.00,bills,misc,check
2-23-19,$139.00,confetti,car,card
2-24-19,$192.00,confetti,gifts,cash
2-25-19,$231.00,bills,car,smiles
3-1-19,$1000.00,rent,rent,card
3-3-19,$35.00,car,rent,cash
3-9-19,$64.00,car,food,check
3-9-19,$193.00,blanket,gifts,card
3-12-19,$223.00,groceries,rent,card
3-13-19,$232.00,groceries,food,smiles
3-18-19,$167.00,gas,car,cash
3-20-19,$64.00,bills,misc,cash
4-1-19,$1000.00,rent,rent,check
4-1-19,$34.00,gas,car,card
4-11-19,$223.00,confetti,car,cash
4-12-19,$34.00,gas,rent,cash
4-15-19,$168.00,book,misc,smiles
4-15-19,$32.00,hat,car,smiles
4-15-19,$196.00,gas,food,cash
4-15-19,$199.00,confetti,misc,card
4-18-19,$41.00,car,car,check
4-22-19,$26.00,antifreeze,misc,smiles
4-25-19,$63.00,hat,rent,cash
4-27-19,$85.00,car,food,cash
4-27-19,$26.00,book,gifts,card
5-1-19,$1000.00,rent,rent,card
5-2-19,$78.00,hat,gifts,check
5-5-19,$258.00,book,rent,card
5-6-19,$34.00,confetti,food,check
5-15-19,$24.00,confetti,rent,check
5-26-19,$108.00,bills,gifts,check
5-28-19,$175.00,car,misc,check
6-1-19,$1000.00,rent,rent,smiles
6-1-19,$17.00,gas,car,cash
6-2-19,$114.00,book,misc,card
6-5-19,$135.00,bills,gifts,cash
6-6-19,$285.00,book,car,smiles
6-7-19,$48.00,blanket,car,check
6-11-19,$127.00,confetti,misc,smiles
6-14-19,$164.00,blanket,misc,smiles
6-20-19,$267.00,groceries,misc,check
6-28-19,$13.00,groceries,car,cash
7-1-19,$1000.00,rent,rent,check
7-2-19,$131.00,gas,misc,card
7-9-19,$261.00,antifreeze,car,card
7-14-19,$139.00,bills,food,smiles
7-18-19,$78.00,antifreeze,rent,check
7-19-19,$244.00,blanket,misc,check
7-19-19,$260.00,gas,rent,smiles
7-20-19,$168.00,book,food,smiles
7-23-19,$28.00,antifreeze,gifts,smiles
8-1-19,$1000.00,rent,rent,smiles
8-3-19,$244.00,confetti,food,card
8-11-19,$35.00,gas,car,check
8-14-19,$245.00,blanket,misc,smiles
8-15-19,$218.00,bills,gifts,cash
8-22-19,$222.00,blanket,food,smiles
9-1-19,$1000.00,rent,rent,check
9-8-19,$78.00,book,food,check
9-10-19,$195.00,antifreeze,rent,cash
9-18-19,$115.00,groceries,food,smiles
9-20-19,$289.00,confetti,gifts,cash
10-1-19,$1000.00,rent,rent,card
10-10-19,$138.00,blanket,gifts,check
10-10-19,$138.00,antifreeze,food,check
10-12-19,$100.00,blanket,gifts,cash
10-15-19,$133.00,hat,rent,cash
10-20-19,$142.00,antifreeze,food,smiles
10-23-19,$103.00,car,rent,cash
10-25-19,$267.00,blanket,misc,cash
10-26-19,$271.00,antifreeze,food,smiles
11-1-19,$1000.00,rent,rent,card
11-1-19,$37.00,groceries,misc,smiles
11-9-19,$300.00,blanket,misc,check
11-9-19,$128.00,car,rent,card
11-10-19,$197.00,confetti,rent,check
11-10-19,$74.00,bills,food,smiles
11-15-19,$285.00,car,misc,check
11-15-19,$214.00,confetti,car,smiles
11-17-19,$9.00,car,food,check
11-23-19,$141.00,blanket,food,check
12-1-19,$1000.00,rent,rent,check
12-1-19,$254.00,car,food,check
12-2-19,$271.00,book,car,card
12-4-19,$62.00,confetti,car,card
12-4-19,$39.00,book,rent,cash
12-9-19,$206.00,antifreeze,misc,check
12-18-19,$155.00,antifreeze,gifts,cash
12-22-19,$10.00,hat,car,smiles
12-24-19,$59.00,car,misc,check
12-28-19,$189.00,bills,car,cash
1-1-20,$1000.00,rent,rent,card
1-10-20,$12.00,blanket,misc,cash
2-1-20,$1000.00,rent,rent,cash
2-1-20,$103.00,bills,misc,card
2-2-20,$137.00,book,food,card
2-5-20,$155.00,antifreeze,gifts,card
2-6-20,$72.00,antifreeze,misc,cash
2-10-20,$57.00,blanket,misc,card
2-10-20,$15.00,antifreeze,misc,card
2-16-20,$15.00,gas,misc,card
2-17-20,$13.00,blanket,car,card
2-20-20,$277.00,gas,rent,smiles
2-24-20,$120.00,groceries,food,check
3-1-20,$1000.00,rent,rent,cash
3-2-20,$21.00,book,car,check
3-4-20,$293.00,bills,misc,smiles
3-5-20,$88.00,confetti,car,card
3-8-20,$120.00,groceries,rent,check
3-10-20,$155.00,book,misc,card
3-12-20,$139.00,car,food,card
3-18-20,$127.00,car,gifts,card
4-1-20,$1000.00,rent,rent,smiles
4-5-20,$45.00,antifreeze,gifts,smiles
4-10-20,$105.00,book,rent,cash
4-14-20,$130.00,blanket,rent,smiles
4-15-20,$97.00,hat,misc,card
4-18-20,$87.00,bills,food,cash
4-24-20,$271.00,groceries,rent,cash
4-24-20,$119.00,groceries,misc,check
4-26-20,$68.00,bills,rent,cash
4-27-20,$297.00,car,rent,smiles
5-1-20,$1000.00,rent,rent,cash
5-2-20,$94.00,gas,car,cash
5-3-20,$122.00,car,food,card
5-4-20,$8.00,bills,rent,smiles
5-4-20,$13.00,confetti,misc,cash
5-16-20,$206.00,groceries,misc,cash
5-18-20,$232.00,hat,car,smiles
5-19-20,$103.00,confetti,rent,card
5-27-20,$146.00,blanket,gifts,smiles
6-1-20,$1000.00,rent,rent,check
6-3-20,$212.00,book,food,card
6-5-20,$247.00,bills,car,cash
6-7-20,$19.00,book,food,check
6-11-20,$74.00,gas,misc,smiles
6-13-20,$141.00,blanket,gifts,check
6-14-20,$278.00,groceries,misc,check
6-23-20,$68.00,gas,rent,cash
6-23-20,$35.00,gas,misc,smiles
6-24-20,$262.00,book,car,card
6-26-20,$255.00,blanket,gifts,card
7-1-20,$1000.00,rent,rent,check
7-1-20,$53.00,bills,rent,check
7-5-20,$157.00,book,car,check
7-6-20,$40.00,gas,food,card
7-15-20,$261.00,antifreeze,food,smiles
7-15-20,$259.00,hat,misc,check
7-23-20,$236.00,gas,misc,cash
8-1-20,$1000.00,rent,rent,smiles
8-1-20,$259.00,confetti,misc,cash
8-3-20,$259.00,antifreeze,food,check
8-6-20,$204.00,blanket,car,smiles
8-8-20,$300.00,confetti,food,card
8-10-20,$187.00,blanket,misc,smiles
8-13-20,$147.00,gas,gifts,card
8-14-20,$162.00,car,food,check
8-18-20,$125.00,groceries,misc,smiles
8-18-20,$283.00,blanket,gifts,smiles
8-19-20,$138.00,confetti,rent,smiles
8-21-20,$241.00,hat,food,cash
8-28-20,$260.00,confetti,food,cash
8-28-20,$138.00,antifreeze,car,smiles
9-1-20,$1000.00,rent,rent,cash
9-1-20,$132.00,groceries,rent,cash
9-4-20,$78.00,hat,food,cash
9-14-20,$131.00,hat,car,card
9-20-20,$152.00,hat,gifts,card
10-1-20,$1000.00,rent,rent,smiles
10-4-20,$148.00,hat,car,card
10-12-20,$68.00,hat,gifts,cash
10-14-20,$9.00,groceries,gifts,cash
10-16-20,$132.00,antifreeze,gifts,smiles
10-16-20,$119.00,groceries,food,check
10-20-20,$39.00,car,misc,check
10-23-20,$235.00,confetti,car,card
11-1-20,$1000.00,rent,rent,cash
11-2-20,$74.00,groceries,misc,cash
11-5-20,$87.00,car,misc,check
11-9-20,$176.00,bills,misc,smiles
11-9-20,$122.00,blanket,food,cash
11-13-20,$84.00,confetti,misc,smiles
11-22-20,$57.00,blanket,misc,smiles
11-22-20,$47.00,hat,food,card
11-28-20,$177.00,gas,car,smiles
12-1-20,$1000.00,rent,rent,smiles
12-3-20,$141.00,book,gifts,card
12-4-20,$25.00,gas,misc,check
12-4-20,$89.00,car,gifts,smiles
12-13-20,$114.00,antifreeze,misc,card
12-18-20,$49.00,blanket,rent,smiles
12-18-20,$150.00,gas,food,smiles
12-23-20,$282.00,bills,food,check
